miRNA,Target gene,Gene id,PMID,Source,RadiationDB_target gene_annotation
hsa-miR-330-3p,EGR2,1959,25935837,miRTarBase,-
hsa-miR-335-5p,TNC,3371,18185580,miRTarBase,-
hsa-miR-335-5p,MERTK,10461,18185580,miRTarBase,-
hsa-miR-335-5p,PTPRN2,5799,18185580,miRTarBase,-
hsa-miR-335-5p,SOX4,6659,18185580,miRTarBase,-
hsa-miR-335-5p,RASA1,5921,25520857//26708214,miRTarBase,-
hsa-miR-335-5p,RB1,5925,20713524//22886530,miRTarBase,-
hsa-miR-335-5p,RUNX2,860,21164520,miRTarBase,-
hsa-miR-335-5p,BCL2L2,599,21822301//23740614,miRTarBase,-
hsa-miR-335-5p,TFF2,7032,21822301,miRTarBase,-
hsa-miR-335-5p,MAPK1,5594,22382496,miRTarBase,Prediction
hsa-miR-335-5p,LRG1,116844,22382496,miRTarBase,-
hsa-miR-335-5p,BIRC5,332,23232114//26318298,miRTarBase,Experiment
hsa-miR-335-5p,FOXA2,3170,24449834,miRTarBase,-
hsa-miR-335-5p,SP1,6667,21618216,miRTarBase,Experiment
hsa-miR-335-5p,MYC,4609,21618216,miRTarBase,Experiment
hsa-miR-335-5p,BRCA1,672,21618216,miRTarBase,Experiment
hsa-miR-335-5p,ID4,3400,21618216,miRTarBase,-
hsa-miR-335-5p,IGF1R,3480,21618216,miRTarBase,Experiment
hsa-miR-335-5p,EPN2,22905,21618216,miRTarBase,-
hsa-miR-335-5p,TRIM29,23650,26872369,miRTarBase,Experiment
hsa-miR-335-5p,POU5F1,5460,24859837//28239298,miRTarBase,Experiment
hsa-miR-335-5p,ROCK1,6093,23975506//27035227,miRTarBase,Experiment
hsa-miR-335-5p,ZEB2,9839,24829139,miRTarBase,Experiment
hsa-miR-335-5p,FMNL3,91010,24223803,miRTarBase,-
hsa-miR-335-5p,FMN2,56776,24223803,miRTarBase,-
hsa-miR-335-5p,DAAM2,23500,24223803,miRTarBase,-
hsa-miR-335-5p,SOX17,64321,24449834,miRTarBase,Prediction
hsa-miR-335-5p,PARP1,142,27871924,miRTarBase,Experiment
hsa-miR-335-5p,SIAH2,6478,25997740,miRTarBase,-
hsa-miR-335-5p,GRM4,2914,26314506,miRTarBase,-
hsa-miR-335-5p,DKK1,22943,26986081,miRTarBase,-
hsa-miR-335-5p,TUG1,55000,28205334,miRTarBase,Experiment
hsa-miR-335-5p,CRKL,1399,28239297,miRTarBase,-
hsa-miR-335-5p,TCEAL9,51186,27336605,miRTarBase,-
hsa-miR-335-5p,CXCR4,7852,26082201,miRTarBase,Experiment
hsa-miR-335-5p,PLAUR,5329,26082201,miRTarBase,Experiment
hsa-miR-338-3p,UBE2Q1,55585,18684991,miRTarBase,-
hsa-miR-338-3p,NOVA1,4857,18684991,miRTarBase,-
hsa-miR-338-3p,MAP1A,4130,18684991,miRTarBase,-
hsa-miR-338-3p,DAB2IP,153090,18684991,miRTarBase,Experiment
hsa-miR-338-3p,ZBTB18,10472,18684991,miRTarBase,-
hsa-miR-338-3p,PLA2G4B,100137049,18991333,miRTarBase,-
hsa-miR-338-3p,SMO,6608,21671467//23599646//24277750,miRTarBase,-
hsa-miR-338-3p,CCND1,595,22942717//22912826,miRTarBase,Experiment
hsa-miR-338-3p,MMP9,4318,21671467,miRTarBase,Experiment
hsa-miR-338-3p,PREX2,80243,24140344//24375644,miRTarBase,-
hsa-miR-338-3p,SSX2IP,117178,23826132,miRTarBase,-
hsa-miR-338-3p,NRP1,8829,24736504,miRTarBase,Experiment
hsa-miR-338-3p,MACC1,346389,25945841//26936749//27694002,miRTarBase,-
hsa-miR-338-3p,ZEB2,9839,25945841,miRTarBase,Experiment
hsa-miR-338-3p,SOX4,6659,26252944,miRTarBase,-
hsa-miR-338-3p,TAFAZZIN,6901,26315112,miRTarBase,-
hsa-miR-338-3p,ADAM17,6868,26617808,miRTarBase,-
hsa-miR-338-3p,IRS2,8660,28123847,miRTarBase,-
hsa-miR-338-3p,PKLR,5313,26082033,miRTarBase,-
hsa-miR-338-3p,PKM,5315,27508048,miRTarBase,Experiment
hsa-miR-338-3p,HIF1A,3091,26260688,miRTarBase,Experiment
hsa-miR-338-3p,CDH2,1000,27331410,miRTarBase,-
hsa-miR-338-3p,ITGB3,3690,27431198,miRTarBase,Experiment
hsa-miR-338-5p,BMI1,648,27166996,miRTarBase,Experiment
hsa-miR-338-5p,CD274,29126,27080341,miRTarBase,Experiment
hsa-miR-338-5p,EFEMP1,2202,28292024,miRTarBase,-
hsa-miR-338-5p,NRP1,8829,25204970,miRTarBase,Experiment
hsa-miR-338-5p,SPRY1,10252,28098403,miRTarBase,-
hsa-miR-338-5p,LPAR1,1902,27508041,miRTarBase,-
hsa-miR-339-5p,BCL6,604,24917186,miRTarBase,-
hsa-miR-339-5p,PTP4A1,7803,23696794,miRTarBase,-
hsa-miR-339-5p,BACE1,23621,24352696,miRTarBase,-
hsa-miR-339-5p,NOVA1,4857,26391641,miRTarBase,-
hsa-miR-339-5p,MDM2,4193,24882579,miRTarBase,Experiment
hsa-miR-33a-5p,ABCA1,19,20466885//20466882//20566875,miRTarBase,-
hsa-miR-33a-5p,NPC1,4864,20466885//23547260,miRTarBase,-
hsa-miR-33a-5p,ABCB11,8647,22767443,miRTarBase,-
hsa-miR-33a-5p,CROT,54677,23547260//27199118,miRTarBase,-
hsa-miR-33a-5p,IRS2,8660,23547260,miRTarBase,-
hsa-miR-33a-5p,NFYC,4802,23547260,miRTarBase,-
hsa-miR-33a-5p,SRC,6714,23547260,miRTarBase,Experiment
hsa-miR-33a-5p,NCOA3,8202,23547260,miRTarBase,-
hsa-miR-33a-5p,PIM3,415116,25971209,miRTarBase,Experiment
hsa-miR-33a-5p,HIF1A,3091,25891797,miRTarBase,Experiment
hsa-miR-33a-5p,PIM1,5292,21743487,miRTarBase,Experiment
hsa-miR-33a-5p,PTHLH,5744,23453925,miRTarBase,Prediction
hsa-miR-33a-5p,MYC,4609,23527086,miRTarBase,Experiment
hsa-miR-33a-5p,FOSL1,8061,23527086,miRTarBase,Experiment
hsa-miR-33a-5p,SREBF1,6720,24300912,miRTarBase,Experiment
hsa-miR-33a-5p,TWIST1,7291,24468065//26330060,miRTarBase,Experiment
hsa-miR-33a-5p,HMGA2,8091,23625920,miRTarBase,-
hsa-miR-33a-5p,CDK16,5127,27073545,miRTarBase,Experiment
hsa-miR-33a-5p,HADHB,3032,27199118,miRTarBase,-
hsa-miR-33a-5p,EN2,2020,27900039,miRTarBase,-
hsa-miR-33a-5p,PPARA,5465,24100264,miRTarBase,Experiment
hsa-miR-33a-5p,SP1,6667,23740614,miRTarBase,Experiment
hsa-miR-33a-5p,ACTB,60,25544258,miRTarBase,-
hsa-miR-33a-5p,CPT1A,1374,27199118,miRTarBase,Experiment
hsa-miR-33a-5p,OSBPL6,114880,26941018,miRTarBase,-
hsa-miR-33a-5p,PRKAA1,5562,27199118,miRTarBase,-
hsa-miR-33a-5p,ADAM9,8754,26507842,miRTarBase,Experiment
hsa-miR-33a-5p,ROS1,6098,26507842,miRTarBase,Experiment
hsa-miR-33a-5p,SATB2,23314,26785690,miRTarBase,-
hsa-miR-33a-5p,HSPA8,3312,28291769,miRTarBase,-
hsa-miR-33a-5p,PRKCB,5579,26280760,miRTarBase,Prediction
hsa-miR-340-5p,MET,4233,21692045,miRTarBase,Experiment
hsa-miR-340-5p,SOX2,6657,22797059,miRTarBase,Experiment
hsa-miR-340-5p,KRAS,3845,23667495,miRTarBase,Experiment
hsa-miR-340-5p,MECP2,4204,23667495,miRTarBase,-
hsa-miR-340-5p,HNRNPA2B1,3181,22895557,miRTarBase,-
hsa-miR-340-5p,PTBP1,5725,22895557,miRTarBase,-
hsa-miR-340-5p,CCND1,595,25817794,miRTarBase,Experiment
hsa-miR-340-5p,PUM2,23369,25151966,miRTarBase,-
hsa-miR-340-5p,RHOA,387,24980435,miRTarBase,Experiment
hsa-miR-340-5p,ROCK1,6093,23872151,miRTarBase,Experiment
hsa-miR-340-5p,PUM1,9698,25151966,miRTarBase,-
hsa-miR-340-5p,CCND2,894,25817794,miRTarBase,Prediction
hsa-miR-340-5p,SKP2,6502,25151966,miRTarBase,Experiment
hsa-miR-340-5p,CDK6,1021,25817794,miRTarBase,Experiment
hsa-miR-340-5p,MITF,4286,25414259,miRTarBase,-
hsa-miR-340-5p,CCNG2,901,27374211,miRTarBase,-
hsa-miR-340-5p,IL4,3565,27895317,miRTarBase,-
hsa-miR-340-5p,AKT1,207,28057912,miRTarBase,Experiment
hsa-miR-340-5p,MDM2,4193,26718483,miRTarBase,Experiment
hsa-miR-340-5p,STAT3,6774,28413603,miRTarBase,Experiment
hsa-miR-342-3p,GEMIN4,50628,21172025,miRTarBase,-
hsa-miR-342-3p,BMP7,655,21172025,miRTarBase,-
hsa-miR-342-3p,DNMT1,1786,21565830//27302063,miRTarBase,Experiment
hsa-miR-342-3p,ID4,3400,24475217,miRTarBase,-
hsa-miR-342-3p,SREBF1,6720,23951060,miRTarBase,Experiment
hsa-miR-342-3p,SREBF2,6721,23951060,miRTarBase,-
hsa-miR-342-3p,IKBKG,8517,25580008,miRTarBase,-
hsa-miR-342-3p,TAB2,23118,25580008,miRTarBase,-
hsa-miR-342-3p,TAB3,257397,25580008,miRTarBase,-
hsa-miR-342-3p,CTBP2,1488,25895816,miRTarBase,Prediction
hsa-miR-342-3p,MTDH,92140,28112756,miRTarBase,Experiment
hsa-miR-342-3p,BIRC6,57448,26919240,miRTarBase,-
hsa-miR-342-3p,E2F1,1869,26483346,miRTarBase,Experiment
hsa-miR-345-5p,CDKN1A,1026,20190813,miRTarBase,Experiment
hsa-miR-345-5p,ABCC1,4363,20099276,miRTarBase,-
hsa-miR-34a-5p,GRM7,2917,21566225,miRTarBase,-
hsa-miR-34a-5p,JAG1,182,20351093//19398721//24307639,miRTarBase,Prediction
hsa-miR-34a-5p,MYC,4609,19696787//21294122//21297663//22159222//25572695,miRTarBase,Experiment
hsa-miR-34a-5p,MYB,4602,19584398,miRTarBase,Experiment
hsa-miR-34a-5p,MET,4233,19461653//18834857//19006648//19029026//20309880//19773441//22457788//22159222//23970470//24983493//26313360//26238271//27513895,miRTarBase,Experiment
hsa-miR-34a-5p,CDK4,1019,19461653//17914404//21128241,miRTarBase,Experiment
hsa-miR-34a-5p,CCNE2,9134,19461653//17914404,miRTarBase,-
hsa-miR-34a-5p,MYCN,4613,18504438//18505919//19461653//22020437//22662276//25348795//27764804//27836543,miRTarBase,-
hsa-miR-34a-5p,CDK6,1021,18406353//19461653//19584398//17914404//19773441//21240262//23035210,miRTarBase,Experiment
hsa-miR-34a-5p,CCND1,595,18406353//19461653//20309880//27220728,miRTarBase,Experiment
hsa-miR-34a-5p,WNT1,7471,19336450//19398721//28199987,miRTarBase,Experiment
hsa-miR-34a-5p,AXIN2,8313,19336450,miRTarBase,-
hsa-miR-34a-5p,E2F3,1871,17252019//19461653//17914404//17297439//20889924//23954321//28389657//25675046,miRTarBase,-
hsa-miR-34a-5p,DLL1,28514,14697198//19461653//20144220//23327670,miRTarBase,-
hsa-miR-34a-5p,VAMP2,6844,14697198,miRTarBase,-
hsa-miR-34a-5p,SIRT1,23411,18834855//18755897//19461653//20185821//19221490//20627091//20470934//21297663//21909380//25348795//25526086//25585539//28236278//25826085//27767101//27247228,miRTarBase,Experiment
hsa-miR-34a-5p,BCL2,596,18803879//19683563//18505919//19461653//17914404//17656095//20598588//21399894//24565525//23862748//27939626//26406332//25910896,miRTarBase,Experiment
hsa-miR-34a-5p,NOTCH1,4851,14697198//20351093//19773441//17150773//22363487//22684561//23085450//23226240//22438124//23035210//23430952//28145431//26493107//28129650,miRTarBase,Experiment
hsa-miR-34a-5p,HNF4A,3172,20018894//22232426//23298640//27135744,miRTarBase,-
hsa-miR-34a-5p,YY1,7528,21182263//21566225//24970812//25954903,miRTarBase,Experiment
hsa-miR-34a-5p,MAGEA12,4111,21177782,miRTarBase,-
hsa-miR-34a-5p,MAGEA6,4105,21177782,miRTarBase,-
hsa-miR-34a-5p,MAGEA3,4102,21177782,miRTarBase,-
hsa-miR-34a-5p,MAGEA2,4101,21177782,miRTarBase,-
hsa-miR-34a-5p,MDM4,4194,22870278//24532687,miRTarBase,-
hsa-miR-34a-5p,MAP2K1,5604,20299489,miRTarBase,Experiment
hsa-miR-34a-5p,IFNB1,3456,20130213,miRTarBase,-
hsa-miR-34a-5p,E2F1,1869,27704360//28293146,miRTarBase,Experiment
hsa-miR-34a-5p,NOTCH2,4853,19773441//22363487,miRTarBase,Experiment
hsa-miR-34a-5p,CD44,960,21240262//24423412//25572695//27497057//26231042//25551284,miRTarBase,Experiment
hsa-miR-34a-5p,FOXP1,27086,20598588//21460242,miRTarBase,Experiment
hsa-miR-34a-5p,ZAP70,7535,21205967,miRTarBase,-
hsa-miR-34a-5p,PDGFRA,5156,22479456//23805317//24837198//27302634,miRTarBase,-
hsa-miR-34a-5p,NANOG,79923,22020437,miRTarBase,Experiment
hsa-miR-34a-5p,SOX2,6657,22020437,miRTarBase,Experiment
hsa-miR-34a-5p,IMPA1,3612,22301190,miRTarBase,-
hsa-miR-34a-5p,IMPDH2,3615,22301190,miRTarBase,-
hsa-miR-34a-5p,ULBP2,80328,22102694,miRTarBase,-
hsa-miR-34a-5p,SYT1,6857,22160687,miRTarBase,-
hsa-miR-34a-5p,STX1A,6804,22160687,miRTarBase,-
hsa-miR-34a-5p,FOSL1,8061,22198213//23001043,miRTarBase,Experiment
hsa-miR-34a-5p,EPHA5,2044,22079638,miRTarBase,Experiment
hsa-miR-34a-5p,AXL,558,21814748//21566225//26667302//26287733,miRTarBase,-
hsa-miR-34a-5p,CCL22,6367,22975373,miRTarBase,-
hsa-miR-34a-5p,KLB,152831,22988100,miRTarBase,-
hsa-miR-34a-5p,TP53,7157,26406332//26177460,miRTarBase,Experiment
hsa-miR-34a-5p,PPP1R10,5514,23426265,miRTarBase,-
hsa-miR-34a-5p,BMP7,655,23226240,miRTarBase,-
hsa-miR-34a-5p,ACSL4,2182,21566225,miRTarBase,Experiment
hsa-miR-34a-5p,MTA2,9219,20018894,miRTarBase,-
hsa-miR-34a-5p,GAS1,2619,24220341,miRTarBase,-
hsa-miR-34a-5p,LEF1,51176,21566225//25587085//28098757,miRTarBase,-
hsa-miR-34a-5p,ACSL1,2180,21566225,miRTarBase,-
hsa-miR-34a-5p,IGF2BP3,10643,28399871,miRTarBase,Experiment
hsa-miR-34a-5p,LDHA,3939,21566225//26902416,miRTarBase,Experiment
hsa-miR-34a-5p,HDAC1,3065,21566225//23836017//26035691//28123637,miRTarBase,Experiment
hsa-miR-34a-5p,CDKN2C,1031,21128241,miRTarBase,-
hsa-miR-34a-5p,SNAI1,6615,22134354//28145431,miRTarBase,Experiment
hsa-miR-34a-5p,CD24,100133941,23533633,miRTarBase,-
hsa-miR-34a-5p,AR,367,23145211,miRTarBase,Experiment
hsa-miR-34a-5p,NAMPT,10135,23834033,miRTarBase,-
hsa-miR-34a-5p,PDGFRB,5159,23805317//24837198//26324236,miRTarBase,Experiment
hsa-miR-34a-5p,BIRC5,332,23264087//24068565//25436980//26318298,miRTarBase,Experiment
hsa-miR-34a-5p,SRC,6714,23790975//23533633//26676753,miRTarBase,Experiment
hsa-miR-34a-5p,PCBP2,5094,24796666,miRTarBase,-
hsa-miR-34a-5p,KDM4A,9682,24802408,miRTarBase,-
hsa-miR-34a-5p,KCNH1,3756,23569431,miRTarBase,-
hsa-miR-34a-5p,KLF4,9314,24415058//25362853,miRTarBase,Prediction
hsa-miR-34a-5p,INHBB,3625,24446339,miRTarBase,-
hsa-miR-34a-5p,RICTOR,253260,24944883,miRTarBase,-
hsa-miR-34a-5p,POU5F1,5460,24457968,miRTarBase,Experiment
hsa-miR-34a-5p,SMAD4,4089,28348487//26077733,miRTarBase,Experiment
hsa-miR-34a-5p,TGIF2,60436,26464633,miRTarBase,-
hsa-miR-34a-5p,L1CAM,3897,24497324,miRTarBase,Experiment
hsa-miR-34a-5p,ARHGDIB,397,23349340,miRTarBase,Experiment
hsa-miR-34a-5p,CYBB,1536,24393844,miRTarBase,-
hsa-miR-34a-5p,HOTAIR,100124700,23936419//26136075,miRTarBase,Experiment
hsa-miR-34a-5p,DGUOK,1716,24147106,miRTarBase,-
hsa-miR-34a-5p,CSF1R,1436,24198819,miRTarBase,-
hsa-miR-34a-5p,KIT,3815,24009080//27056900,miRTarBase,-
hsa-miR-34a-5p,SIRT7,51547,25860861,miRTarBase,Experiment
hsa-miR-34a-5p,GALNT7,51809,24482044,miRTarBase,-
hsa-miR-34a-5p,IL6R,3570,24642471//25973020//26091352,miRTarBase,-
hsa-miR-34a-5p,FUT8,2530,24130780//27533464,miRTarBase,Experiment
hsa-miR-34a-5p,TCF7,6932,25436980,miRTarBase,-
hsa-miR-34a-5p,NUMB,8650,26849305,miRTarBase,Experiment
hsa-miR-34a-5p,GFRA3,2676,28356515,miRTarBase,-
hsa-miR-34a-5p,KLF12,11278,26183718,miRTarBase,-
hsa-miR-34a-5p,BAX,581,27610823,miRTarBase,Experiment
hsa-miR-34a-5p,ANK3,288,25623948,miRTarBase,-
hsa-miR-34a-5p,CACNB3,784,25623948,miRTarBase,-
hsa-miR-34a-5p,PPARA,5465,26330104,miRTarBase,Experiment
hsa-miR-34a-5p,DMAC2L,27109,26385595,miRTarBase,-
hsa-miR-34a-5p,ATG4A,115201,26313360,miRTarBase,-
hsa-miR-34a-5p,ATG4B,23192,26313360//26499184,miRTarBase,-
hsa-miR-34a-5p,ATG4C,84938,26313360,miRTarBase,-
hsa-miR-34a-5p,ATG4D,84971,26313360,miRTarBase,-
hsa-miR-34a-5p,ATG5,9474,26313360,miRTarBase,Experiment
hsa-miR-34a-5p,ATG7,10533,26313360,miRTarBase,-
hsa-miR-34a-5p,BECN1,8678,26313360,miRTarBase,Experiment
hsa-miR-34a-5p,ERBB2,2064,27813227,miRTarBase,Experiment
hsa-miR-34a-5p,STMN1,3925,28275089,miRTarBase,Experiment
hsa-miR-34a-5p,TREM2,54209,26949937,miRTarBase,-
hsa-miR-34a-5p,PIK3CG,5294,27073535,miRTarBase,-
hsa-miR-34a-5p,AKT1,207,27073535,miRTarBase,Experiment
hsa-miR-34a-5p,KCNH2,3757,25355491,miRTarBase,-
hsa-miR-34a-5p,FLOT2,2319,25403318,miRTarBase,-
hsa-miR-34a-5p,HNF4G,3174,25878394,miRTarBase,-
hsa-miR-34a-5p,RBP2,5948,27453008,miRTarBase,-
hsa-miR-34a-5p,FOS,2353,27513856,miRTarBase,Prediction
hsa-miR-34a-5p,NLRC5,84166,27423514,miRTarBase,-
hsa-miR-34a-5p,RAD51,5888,26670277,miRTarBase,Experiment
hsa-miR-34a-5p,Crtc1,382056,27869139,miRTarBase,-
hsa-miR-34a-5p,PAM,5066,26406332,miRTarBase,-
hsa-miR-34a-5p,SIRT6,51548,27767101,miRTarBase,Experiment
hsa-miR-34a-5p,FKBP1B,2281,26471303,miRTarBase,-
hsa-miR-34a-5p,PRKD1,5587,26895471,miRTarBase,-
hsa-miR-34a-5p,AIP,9049,25658813,miRTarBase,-
hsa-miR-34a-5p,NR4A2,4929,27121375,miRTarBase,-
hsa-miR-34a-5p,GDF5,8200,27385596,miRTarBase,-
hsa-miR-34a-5p,AGTR1,185,28073349,miRTarBase,-
hsa-miR-34a-5p,PPP1CC,5501,26111201,miRTarBase,-
hsa-miR-34a-5p,RCAN1,1827,28292468,miRTarBase,-
hsa-miR-34a-5p,HMGB1,3146,27456356,miRTarBase,Experiment
hsa-miR-34b-3p,BCL2,596,24960059,miRTarBase,Experiment
hsa-miR-34b-3p,CDK4,1019,20924086,miRTarBase,Experiment
hsa-miR-34b-3p,CDK6,1021,18768788,miRTarBase,Experiment
hsa-miR-34b-3p,MET,4233,20924086//22419847,miRTarBase,Experiment
hsa-miR-34b-3p,MYC,4609,18768788//22585994,miRTarBase,Experiment
hsa-miR-34b-3p,ZAP70,7535,21205967,miRTarBase,-
hsa-miR-34b-3p,MYCN,4613,22020437,miRTarBase,-
hsa-miR-34b-3p,SOX2,6657,22020437,miRTarBase,Experiment
hsa-miR-34b-3p,NANOG,79923,22020437,miRTarBase,Experiment
hsa-miR-34b-3p,CCND1,595,22113133,miRTarBase,Experiment
hsa-miR-34b-3p,JAG1,182,22113133,miRTarBase,Prediction
hsa-miR-34b-3p,NOTCH1,4851,22498974//23955600,miRTarBase,Experiment
hsa-miR-34b-3p,CREB1,1385,24816316,miRTarBase,Experiment
hsa-miR-34b-3p,SNAI1,6615,22134354,miRTarBase,Experiment
hsa-miR-34b-3p,YY1,7528,24970812,miRTarBase,Experiment
hsa-miR-34b-3p,GALNT7,51809,24482044,miRTarBase,-
hsa-miR-34b-3p,TBXAS1,6916,24115277,miRTarBase,-
hsa-miR-34b-3p,IL6R,3570,24642471,miRTarBase,-
hsa-miR-34b-3p,MAP2K1,5604,24960059,miRTarBase,Experiment
hsa-miR-34b-3p,ITPR1,3708,24960059,miRTarBase,Prediction
hsa-miR-34b-3p,IGBP1,3476,28012229,miRTarBase,-
hsa-miR-34b-3p,PAK1,5058,26924291,miRTarBase,-
hsa-miR-34b-3p,ABCB1,5243,26924291,miRTarBase,Experiment
hsa-miR-34b-3p,SNCA,6622,25541488,miRTarBase,Prediction
hsa-miR-34b-3p,USP22,23326,27051294,miRTarBase,-
hsa-miR-34c-5p,MET,4233,19461653//20198305//20924086//22419847//23922103//26795575,miRTarBase,Experiment
hsa-miR-34c-5p,E2F3,1871,19461653//18768788//23983607//25846116,miRTarBase,-
hsa-miR-34c-5p,CDK4,1019,19461653//20924086,miRTarBase,Experiment
hsa-miR-34c-5p,CCNE2,9134,19461653,miRTarBase,-
hsa-miR-34c-5p,BCL2,596,18803879//24960059//26795575,miRTarBase,Experiment
hsa-miR-34c-5p,MYC,4609,19461653//22585994,miRTarBase,Experiment
hsa-miR-34c-5p,CDK6,1021,26795575,miRTarBase,Experiment
hsa-miR-34c-5p,ZAP70,7535,21205967,miRTarBase,-
hsa-miR-34c-5p,NOTCH4,4855,22074923,miRTarBase,-
hsa-miR-34c-5p,MYCN,4613,22020437,miRTarBase,-
hsa-miR-34c-5p,SOX2,6657,22020437,miRTarBase,Experiment
hsa-miR-34c-5p,NANOG,79923,22020437,miRTarBase,Experiment
hsa-miR-34c-5p,HNF4A,3172,22232426//23298640,miRTarBase,-
hsa-miR-34c-5p,ULBP2,80328,22102694,miRTarBase,-
hsa-miR-34c-5p,NOTCH1,4851,22498974//23955600,miRTarBase,Experiment
hsa-miR-34c-5p,MAPT,4137,23423488,miRTarBase,-
hsa-miR-34c-5p,UNG,7374,23228472,miRTarBase,-
hsa-miR-34c-5p,SNAI1,6615,22134354,miRTarBase,Experiment
hsa-miR-34c-5p,BMF,90427,22370637,miRTarBase,-
hsa-miR-34c-5p,PDGFRA,5156,23805317,miRTarBase,-
hsa-miR-34c-5p,PDGFRB,5159,23805317,miRTarBase,Experiment
hsa-miR-34c-5p,VEZT,55591,21156161,miRTarBase,-
hsa-miR-34c-5p,YY1,7528,24970812,miRTarBase,Experiment
hsa-miR-34c-5p,RARG,5916,23097316,miRTarBase,-
hsa-miR-34c-5p,RUNX2,860,23720736,miRTarBase,-
hsa-miR-34c-5p,MAZ,4150,25201524//28153728,miRTarBase,-
hsa-miR-34c-5p,PABPC1,26986,26097561,miRTarBase,-
hsa-miR-34c-5p,GALNT7,51809,24482044,miRTarBase,-
hsa-miR-34c-5p,FOSL1,8061,23001043,miRTarBase,Experiment
hsa-miR-34c-5p,IL6R,3570,24642471,miRTarBase,-
hsa-miR-34c-5p,ITPR1,3708,24960059,miRTarBase,Prediction
hsa-miR-34c-5p,MAP2K1,5604,24960059,miRTarBase,Experiment
hsa-miR-34c-5p,GIT1,28964,27698902,miRTarBase,-
hsa-miR-34c-5p,GABRA3,2556,25766675,miRTarBase,-
hsa-miR-34c-5p,GABBR2,9568,25766675,miRTarBase,-
hsa-miR-34c-5p,GRM7,2917,25766675,miRTarBase,-
hsa-miR-34c-5p,TGIF2,60436,26722295,miRTarBase,-
hsa-miR-34c-5p,MUC2,4583,27835575,miRTarBase,-
hsa-miR-34c-5p,CCND1,595,26795575,miRTarBase,Experiment
hsa-miR-34c-5p,AXL,558,26667302//26287733,miRTarBase,-
hsa-miR-34c-5p,SNCA,6622,25541488,miRTarBase,Prediction
hsa-miR-34c-5p,TJP1,7082,28153728,miRTarBase,Prediction
hsa-miR-365a-3p,CCND1,595,22072615//24149576//24936138,miRTarBase,Experiment
hsa-miR-365a-3p,BCL2,596,22072615//21640710,miRTarBase,Experiment
hsa-miR-365a-3p,IL6,3569,21518763,miRTarBase,Experiment
hsa-miR-365a-3p,BAX,581,24216611,miRTarBase,Experiment
hsa-miR-365a-3p,PAX6,5080,23660406,miRTarBase,Prediction
hsa-miR-365a-3p,CDC25A,993,24149576,miRTarBase,Experiment
hsa-miR-365a-3p,ACVR1,90,23227223,miRTarBase,-
hsa-miR-365a-3p,KRAS,3845,24374827,miRTarBase,Experiment
hsa-miR-365a-3p,SHC1,6464,24216611,miRTarBase,-
hsa-miR-371a-5p,PRPF4B,8899,23466643,miRTarBase,Experiment
hsa-miR-371a-5p,SOX2,6657,27015119,miRTarBase,Experiment
hsa-miR-374b-5p,RECK,8434,25516656,miRTarBase,Experiment
hsa-miR-374b-5p,VEGFA,7422,26713602,miRTarBase,Experiment
hsa-miR-374b-5p,WNT16,51384,26100275,miRTarBase,-
hsa-miR-374b-5p,AKT1,207,26100275,miRTarBase,Experiment
hsa-miR-375,TIMM8A,1678,19734348//19807270,miRTarBase,-
hsa-miR-375,MTPN,136319,15538371,miRTarBase,-
hsa-miR-375,PDK1,5163,21533613//20215506//24137444//24481267,miRTarBase,-
hsa-miR-375,USP1,7398,15806104,miRTarBase,Experiment
hsa-miR-375,JAK2,3717,20548334//15806104//24718681//25055044//28186962//28006751,miRTarBase,-
hsa-miR-375,ADIPOR2,79602,15806104,miRTarBase,-
hsa-miR-375,C1QBP,708,15806104,miRTarBase,-
hsa-miR-375,PLAG1,5324,19347935,miRTarBase,-
hsa-miR-375,RASD1,51655,20978187,miRTarBase,-
hsa-miR-375,YY1AP1,55249,20226166,miRTarBase,-
hsa-miR-375,ELAVL4,1996,20584986,miRTarBase,Experiment
hsa-miR-375,YAP1,10413,21856745//24892549//27832783,miRTarBase,Experiment
hsa-miR-375,MTDH,92140,22508479//22752059//25944465,miRTarBase,Experiment
hsa-miR-375,SP1,6667,21945323//23435408//25633534,miRTarBase,Experiment
hsa-miR-375,MAP3K8,1326,23430746//28186962,miRTarBase,Prediction
hsa-miR-375,FZD8,8325,23393589//23396279,miRTarBase,-
hsa-miR-375,LDHB,3945,23497265//22752059,miRTarBase,Prediction
hsa-miR-375,YWHAZ,7534,20215506//23422756,miRTarBase,Experiment
hsa-miR-375,CIP2A,57650,23552692,miRTarBase,Experiment
hsa-miR-375,RHOA,387,20584986,miRTarBase,Experiment
hsa-miR-375,SEC23A,10484,27832783,miRTarBase,-
hsa-miR-375,KCNQ2,3785,20584986,miRTarBase,-
hsa-miR-375,TP53,7157,23835407,miRTarBase,Experiment
hsa-miR-375,ERBB2,2064,24926380//26893657,miRTarBase,Experiment
hsa-miR-375,IGF1R,3480,24571711,miRTarBase,Experiment
hsa-miR-375,PIK3CA,5290,24440701,miRTarBase,Experiment
hsa-miR-375,PHLPP1,23239,24337069,miRTarBase,-
hsa-miR-375,LRP5,4041,28158288,miRTarBase,-
hsa-miR-375,CTNNB1,1499,28158288,miRTarBase,Experiment
hsa-miR-375,DEPTOR,64798,28262546,miRTarBase,-
hsa-miR-375,MST1R,4486,27689991,miRTarBase,-
hsa-miR-375,STAT3,6774,28186962,miRTarBase,Experiment
